year,to_country_id,to_country,performer,song,place_contest,running_final,place_final,points_final,points_tele_final,points_jury_final,lyrics,youtube_url
1987,gb,United Kingdom,Rikki,Only The Light,13,14,13,47,0,47,"It's only the light\nThat fades through the night\nA shadow has fallen\nAnd the darkness, it's callin'\nHo...\n\nShadows walkin' behind me\nStrange lights, won't let them blind me\nVoices runnin' on through my mind\nSurvival, got to get on with life\n\nIt's only the light\nThat fades through the night\nA shadow has fallen\nAnd the darkness, it's callin'\nIt's only the light\nAfter me\n\nIt's only the light\nI can see the light\nIt's only the light\nCan't you see the light?\nIt's only the light\nOnly light\n\nMirrors, I see your reflection\nMoving in every direction\nI can't see, it seems so confusing\nSo touch me, remove this illusion\n\nIt's only the light\nThat glows in the night\nThe spirit that moves me\nThe spirit that moves free\nIt's only the light\nAfter me\n\nIt's only the light\nI can see the light\nIt's only the light\nCan't you see the light?\nIt's only the light\nOnly light\n\nIt's only the light\nI can see the light\nIt's only the light\nCan't you see the light?\nIt's only the light\nOnly light\n\nIt's only the light",https://youtube.com/watch?v=QJ778bwvxfk
1987,fr,France,Christine Minier,Les Mots D'amour N'ont Pas De Dimanche,14,15,14,44,0,44,"Petite fille tranquille, petite fille fragile\nElle demande qu'on l'aime à force de ""je t'aime""\nLa passion au fond des yeux, couleur ciel bleu\nElle parle tout bas, écoute-la\n\nLes mots d'amour n'ont pas de dimanche\nPourquoi les retenir? Ils viennent du cœur\nLes mots d'amour n'ont pas de dimanche\nMagique musique du cœur pour le bonheur\n\nComme je lui ressemble et comme elle, je tremble\nJ'veux encore rêver, j'veux encore espérer\nLa passion au fond des yeux, couleur ciel bleu\nUn peu de chaleur, plus avoir peur\n\nLes mots d'amour n'ont pas de dimanche\nPourquoi les retenir? Ils viennent du cœur\nLes mots d'amour n'ont pas de dimanche\nMagique musique du cœur pour le bonheur\n\nIl faut dire ce que tu ressens\nÇa n'est pas facile autrement de te comprendre\nFais comme l'enfant qui ne triche pas\nQuand il aime, il te tend les bras\nAlors n'oublie pas\n\nLes mots d'amour n'ont pas de dimanche\nPourquoi les retenir? Ils viennent du cœur\nLes mots d'amour n'ont pas de dimanche\nMagique musique du cœur pour le bonheur\n\nLes mots d'amour n'ont pas de dimanche\nMagique musique du cœur pour le bonheur",https://youtube.com/watch?v=wrVTbskBNBA
1987,fi,Finland,Vicky Rosti,Sata Salamaa,15,18,15,32,0,32,"Pimenee valkeat maat, laulupuut vaikenevat\nKatujen lapset piiloutuu, kun rajuilma nousee\nPelätään pelkomme pois, mikään ei viedä mua vois\nKun rakkaus kiinni painautuu ja sydän lämpenee\n\nVaik sata salamaa iskee tulta ja koko elämä räjähtää\nEi rakkautta voi riistää multa, toivo jäljelle jää\nKun sata aurinkoo meille paistaa\nJa laiva valmis on nousemaan\nMinä turvaan vien tämän rakkauden\nJa me löydämme uuden maan\n\nLähelläs lämpösi saan unelma uupuvan maan\nViimeinen haave viimalta yön meille suojan antaa\nTotuuden toivossas nään liekin luot kuiskaten tään\nVain rakkaus meidät perille vie se meidät pelastaa\n\nVaik sata salamaa iskee tulta ja koko elämä räjähtää\nEi rakkautta voi riistää multa, toivo jäljelle jää\nKun sata aurinkoo meille paistaa\nJa laiva valmis on nousemaan\nMinä turvaan vien tämän rakkauden\nJa me löydämme uuden maan\n\nOn tuolla tuhannet maailmat ja yksi niistä meidän on\n\nVaik sata salamaa iskee tulta ja koko elämä räjähtää\nMinä turvaan vien tämän rakkauden\nJa me löydämme uuden maan\nMinä turvaan vien tämän rakkauden\nVaihdan maan maahan valkeaan",https://youtube.com/watch?v=6nzinzAMxtI
1987,is,Iceland,Halla Margarét,Hægt Og Hljótt,16,4,16,28,0,28,"Kvöldið hefur flogið alltof fljótt\nFyrir utan gluggann komin nótt\nKertin er' að brenna upp\nGlösin orðin miklu meir'en tóm\n\nAugnalokin eru eins og blý\nEn enginn þykist skilja neitt í því\nAð timinn pípuhatt sinn tók\nEr píanistinn sló sin lokahljóm\n\nVið hverfum hægt og hljótt, út í hlýja nóttina\nHægt og hljótt, göngum við heim götuna\nEinu sinni, einu sinni enn\n\nEftir standa stólar, bekkir, borð\nBrotin glös, sögð og ósögð orð\nÞögnin fær nú loks sinn frið\nFuglar yrka nýjum degi ljóð\n\nVið hverfum hægt og hljótt, út í hlýja nóttina\nHægt og hljótt, göngum við heim götuna\n\nHægt og hljótt, göngum við heim götuna\nHægt og hljótt, í gegnum hlýja nóttina\nEinu sinni, einu sinni enn",https://youtube.com/watch?v=eZa5nySgcLM
1987,ch,Switzerland,Carole Rich,Moitié Moitié,17,22,17,26,0,26,"Le monde est une balançoire interdite aux enfants\nPlus tu fais monter d'un côté\nEt plus l'autre descend\nEn haut c'est la vie en bleu\nEn bas c'est les larmes aux yeux\nNi beaucoup, ni trop peu\nFaudrait le juste milieu\n\nLe monde est comme un sablier implacable et stupide\nEt ça se remplit d'un côté et plus l'autre se vide\nEn bas c'est plein à craquer\nEn haut plus rien à donner\nTant de choses à changer\nFaudra faire moitié, moitié\n\nL'amour c'est moitié, moitié\nToujours faire moitié, moitié\nBonheur qu'on partage\nMet le malheur en cage\nL'amour c'est moitié, moitié\nToujours faire moitié, moitié\nTout le bien que l'on donne\nC'est le mal qu'on emprisonne\n\nMais quelque part d'un avion fou s'écrase en plein désert\nEt c'est le livre d'une vie qui redevient poussière\nL'ange du hasard a frappé\nLe génie s'est envolé\nSon message est resté\nOn va faire moitié, moitié\n\nL'amour c'est moitié, moitié\nToujours faire moitié, moitié\nBonheur qu'on partage\nMet le malheur en cage\nL'amour c'est moitié, moitié\nToujours faire moitié, moitié\nTout le bien que l'on donne\nC'est le mal qu'on emprisonne\n\nL'amour c'est moitié, moitié\nToujours faire moitié, moitié\nBonheur qu'on partage\nMet le malheur en cage\nL'amour c'est moitié, moitié\nToujours faire moitié, moitié\nTout le bien que l'on donne\nC'est le mal qu'on emprisonne",https://youtube.com/watch?v=PxuiJNAkhOo
1987,pt,Portugal,Nevada,Neste Barco à Vela,18,8,18,15,0,15,Alfredo Azinheira,"No meu país há um rio\nQue corre sem parar\nNo meu país, o navio\nNem sempre se faz ao mar\nNo meu país a tristeza tem um nome solidão\nNo meu país a beleza invento-a na minha mão\n\nNavego um barco vazio\nQue atravessa o rio p'ró cais da saudade\nVou numa onda tão bela\nNeste barco à vela que não tem idade\n\nNavego um barco tão cheio\nContigo no meio no rumo da esperança\nVou numa onda tão bela\nNeste barco à vela com ar de criança\n\nNo meu país há um rio\nQue corre sem parar\nNo meu país, o navio\nNem sempre se faz ao mar\nO meu país é um sol de raiva e alecrim\nE mesmo assim tem uns olhos negros\nQue esperam por mim\n\nNavego um barco tão cheio\nContigo no meio no rumo da esperança\nVou numa onda tão bela\nNeste barco à vela com ar de criança\n\nNavego um barco tão cheio\nContigo no meio no rumo da esperança\nVou numa onda tão bela\nNeste barco à vela com ar de criança\n\nNavego um barco tão cheio\nContigo no meio no rumo da esperança\nVou numa onda tão bela\nNeste barco à vela com ar de criança\n\nNavego um barco tão cheio\nContigo no meio no rumo da esperança\nVou numa onda tão bela\nNeste barco à vela com ar de criança"
1987,es,Spain,Patricia Kraus,No Estás Solo,19,9,19,10,0,10,Patricia Kraus,"Hoy quiero salir, es de noche, no puedo dormir\nTe tengo que llamar\nLos amigos, ¿para qué están?\nNi una sola vez me has dejado de escuchar\nHoy te quiero dar las gracias, nada más\n\nOye, no estás solo\nOye, eres querido\nOye, puedes oírme\nEstoy cantando, cantando\n\n¿Qué vas a pensar?\nOh, qué horas de llamar\nTe puedes cambiar\nSi quieres te paso a buscar\n\nAhora mi ciudad pasa tras el cristal\nUn semáforo más\nOigo la radio, oigo la radio\nEse es tu portal, te hago una señal\nTú ya estás aquí\n\nSi, tú estás aquí, como siempre, sin preguntar\nLa sonrisa como un gesto más\nLos amigos, ¿para qué están?\nSi, tú estás aquí, y es lo que importa para mí\nOtra vez me dirás\nLos amigos, ¿para qué están?\n\nOye, no estás solo\nOye, eres querido\nOye, puedes oírme\nEstoy cantando, cantando\n\nAhora mi ciudad pasa tras el cristal\nUn semáforo más\nOigo la radio, oigo la radio\n\nOye, no estás solo\nOye, eres querido\nOye, puedes oírme\nEstoy cantando, cantando\nEstoy cantando, cantando"
1987,at,Austria,Gary Lux,Nur Noch Gefühl,20,3,20,8,0,8,"Halt dich fest an mir, wenn du den Mut verlierst\nIch will zärtlich sein, dass du nicht frierst\nDu bist wie ein Kind, das ich behüten will\nWas mit uns beginnt, ist nur noch Gefühl\n\nAuch du hast das Feuer oft berührt\nBist d'ran verbrannt, hast dich nur darin verirrt\n\nUnser Feuer brennt, langsam und still\nDenn es gibt für uns nur noch Gefühl\n\nUnd nie mehr diese Leere spür'n\nNur noch Gefühl und nie mehr\nDiese Liebe auf Zeit, in Einsamkeit\nNur noch Gefühl\n\nKomm' ganz nah zu mir, weil ich dich spüren will\nUnd ich gebe dir nur noch Gefühl\n\nSoviel du willst, nur noch Gefühl\nSoviel ich hab', nur noch Gefühl\nNur noch Gefühl",https://youtube.com/watch?v=UZkC8cq2BOE
1987,lu,Luxembourg,Plastic Bertrand,Amour Amour,21,13,21,4,0,4,,"Amour, amour\nQu'est-ce que c'est bien quand tu nous tiens\nAmour, amour\nC'est toi, l'plus fort, le plus malin\n\nUn p'tit point rouge à l'horizon\nJ'remonte tout en haut du donjon\nC'est qu'ça avance\nQuelle délivrance – 'vrance\n\nAmène, c'est la bonne direction\nC'est l'heure de r'gonfler les ballons\nJ'suis plein d'ambiance, ouais\nPlein d'ambiance – 'biance\n\nAmour, amour\nQu'est-ce que c'est bien quand tu nous tiens\nAmour, amour\nC'est toi l'plus fort, le plus malin\n\nC'est la panique sur mon radar\nBeauté fatale, avoue c'est louche\nC'est pas mon jour, vendredi treize – treize\nJ'm'approche en douce, sans crier gare\nSûr de mon coup, surtout pas touche\nJ'suis pas à l'aise, elle en a qu'seize – seize\n\nAmour, amour\nQu'est-ce que c'est bien quand tu nous tiens\nAmour, amour\nC'est toi l'plus fort, le plus malin\n\nAmour, amour, quand tu nous tiens\nC'est toi l'cowboy, nous les indiens\nQu'est-ce que t'es dur\nQu'est-ce que t'es chien quand tu nous tiens\n\nSi elle se barre, j'fais tapisserie\nJ'ramasse tous ses petits cailloux\nEt je m'accroche\nQu'est-ce que c'est moche – moche\n\nAmour, amour\nQu'est-ce que c'est bien quand tu nous tiens\nAmour, amour\nC'est toi l'plus fort, le plus malin\n\nAmour, amour\nQu'est-ce que c'est bien quand tu nous tiens\nAmour, amour\nC'est toi l'plus fort, le plus malin\n\nAmour, amour\nQu'est-ce que c'est bien quand tu nous tiens"
1987,tr,Turkey,Seyyal Tanner & Lokomotif,Şarkım sevgi üstüne,22,10,22,0,0,0,"Bir melodi (ve müzik ve) bir melodi\nBir melodi, dostluk, sevgi\n\nLa la la la... la la la la... la la la la la la la la la la...\nLa la la la la la la la la la...\nŞarkım sevgi üstüne\n\nYalan değil benim dünyam\nHayal değil gerçek rüyam\nBütün dünya duysun diye\nŞarkı yazdım üstüne\n\nBenim şarkım sevgi dolu\nBenim şarkım dostluk dolu\nBenim yolum aklın yolu\nYolum sevgi üstüne\n\nBir melodi, bir melodi\nBir melodi, dostluk, sevgi\n\nÖyle güzel, güzel ki hayat\nDünya güzel, dünya rahat\nDostluğunu şarkıma kat\nSöyle sevgi üstüne\n\nBir melodi (ve müzik ve) bir melodi\nBir melodi, dostluk, sevgi\n\nGüle güle, döne döne\nKoy elini el üstüne\nBütün dünya duysun diye\nŞarkım sevgi üstüne\n\nGüle güle, döne döne\nSar kolunu sar belime\nBütün dünya duysun diye\nŞarkım sevgi üstüne\nŞarkım sevgi üstüne\nŞarkım sevgi üstüne",https://youtube.com/watch?v=5F6k4FtDE_Y
1988,ch,Switzerland,Céline Dion,Ne Partez Pas Sans Moi,1,9,1,137,0,137,"Vous, qui cherchez l'étoile\nVous, qui vivez un rêve\nVous, héros de l'espace\nAu cœur plus grand que la terre\nVous, donnez-moi ma chance\nEmmenez-moi loin d'ici...\n\nNe partez pas sans moi\nLaissez-moi vous suivre\nVous, qui volez vers d'autres vies\nLaissez-moi vivre\n\nLa plus belle aventure\nLe plus beau voyage\nQui mène un jour\nSur des soleils, sur des planètes\nD'amour\n\nVous, les nouveaux poètes\nVous, les oiseaux magiques\nVous, vous allez peut-être\nTrouver de nouvelles musiques\nVous, donnez-moi ma chance\nJe veux chanter, moi aussi...\n\nNe partez pas sans moi\nLaissez-moi vous suivre\nVous qui volez vers d'autres vies\nLaissez-moi vivre\n\nLe bleu de l'infini\nLa joie d'être libre\nSur des rayons, sur des soleils\nSur des chansons, sur des merveilles\nEt dans un ciel\nD'amour\n\nLe bleu de l'infini\nLa joie d'être libre\nVous qui cherchez une autre vie\nVous qui volez vers l'an deux mille\nNe partez pas sans moi",https://youtube.com/watch?v=7E8vKSS0YwM
1988,gb,United Kingdom,Scott Fitzgerald,Go,2,4,2,136,0,136,"I never felt like this before\nSeein' you again only makes me sad\nI recall the times when we\nWere in love and had everything\nIt makes me so sad\n\nTime is meant to heal the pain\nI thought was gone\nSeein' you again has made it carry on\n\nGo before you break my heart once more\nI know that's what you come here for\nGo before you say 'I love you' the way you did\nThe day before you walked away from me\n\nLookin' back on the times we had\nThings were beautiful then\nBut how quick they've changed\nOne day you were in love with me\nThen the next, so suddenly, he came along\n\nTime is meant to heal the pain\nI thought was gone\nSeein' you again has made it carry on, yeah\n\nGo before you break my heart once more\nI know that's what you come here for\nGo before you say 'I love you' the way you did\nThe day before you walked away from me\n\n(Go before you break my heart once more)\nJust go, just go away\n(I know that's what you come here for)\nJust leave me behind to face another day\nGo before you say 'I love you' the way you did\nThe day before you walked away from me\n\nThe day before you walked away from me",https://youtube.com/watch?v=F09DJR9iiHY
1988,dk,Denmark,Kirsten & Søren,Ka' Du Se Hva' Jeg Sa',3,13,3,92,0,92,"Kender du mon typen\nDer ved alt med sikkerhed\nOg som godt ka' li' at trampe på dig\nNår du ligger ned\nHan fløjter, hvis det viser sig at fejlen, den er din\nSå si'r han hover'nde, og brandirriter'nde\nMed sit fjollede grin:\n\nKa' du se hva' jeg sa'?\nGi'r du mig ret eller hva'?\nOg hvem var så klogest af os to?\nKa' du se hva' jeg sa'?\nMåske du hel're sku' ta'\nAt høre lidt på mig, vil jeg påstå\nDet' ikk' fordi jeg ka' li' at gi' mig\nDen ros, jeg syn's, jeg fortjener\nMen ka' du se hva' jeg sa'?\nJeg tror i hvert fald, jeg gav dig ret\nHvis bar' du var mig\n\nJeg ska' nok la' vær', at nævne navnene på no'en\nMen du ved vel nok\nJeg tænker på en helt bestemt person\nDet' en du kender tem'lig godt\nOg med en smule held\nSå må du ku' gæt' det\nOg er det den rette\nSå ka' du si' til dig selv:\n\nKa' du se hva' jeg sa'?\nGi'r du mig ret eller hva'?\nOg hvem var så klogest af os to?\nKa' du se hva' jeg sa'?\nMåske du hel're sku' ta'\nAt høre lidt på mig, vil jeg påstå\nDet' ikk' fordi jeg ka' li' at gi' mig\nDen ros, jeg syn's, jeg fortjener\nMen ka' du se hva' jeg sa'?\nJeg tror i hvert fald, jeg gav dig ret\nHvis bar' du var mig\n\nDu går som i trance\nOg får du din chance\nSå ved jeg med garanti\nAt jeg bli'r den lille\nFor så vil du drille mig og si'\n(Vil du drille og drille), så vil jeg si':\n\nKa' du se hva' jeg sa'?\nGi'r du mig ret eller hva'?\nOg hvem var så klogest af os to?\nKa' du se hva' jeg sa'?\nMåske du hel're sku' ta'\nAt høre lidt på mig, vil jeg påstå\nDet' ikk' fordi jeg ka' li' at gi' mig\nDen ros, jeg syn's, jeg fortjener\nMen ka' du se hva' jeg sa'?\nJeg tror i hvert fald, jeg gav dig ret\nHvis bar' du var mig",https://youtube.com/watch?v=iOAnJN8CMww
1988,lu,Luxembourg,Lara Fabian,Croire,4,17,4,90,0,90,"Non, j'veux pas chanter sur des mots qui pleurent\nComme le cri d'un violon trop noir\nNous, on voit la vie avec les yeux du cœur\nRien nous empêchera d'y croire\n\nCroire au nouveau monde qu'on a dans la tête\nCroire en nous pour changer demain\nCroire même aux mensonges si ça les arrête\nCroire aux lignes de nos mains\n\nCroire au ciel inondé d'oiseaux\nCroire encore à l'espace de tes bras\nCroire à la couleur de ta peau\nCroire qu'on marchera plus au pas\n\nCroire au temps quand on a vingt ans\nCroire qu'on peut construire sur un sol volcan\nCroire qu'on peut crier au fou\n\nQuand on a l'amour en nous",https://youtube.com/watch?v=yUiNbGdp00Y
1988,no,Norway,Karoline Krüger,For Vår Jord,5,15,5,88,0,88,"Ingen vet hvem hun er\nIngen våger å gå for nær\nDer hun står med høye rop\nOg store øyne som aldri møter våre\nHun ser inn i glemte land\nMan tror hun mangler forstand\n\nHun er en av de som våker ved flammen (for vår jord)\nEn av de som holder grenene sammen (for vår jord)\nHun ser at jorden er vår mor, stå vakt for vår jord\n\nAlle ser en annen vei\nPraten stilner, vi veksler blikk og smiler\nHennes skrik er uten hud\nFra jorden bringer hun bud\n\nHun er en av de som våker ved flammen (for vår jord)\nEn av de som holder grenene sammen (for vår jord)\n\nHun er en av de som kaver i strømmen (for vår jord)\nEn av de som aldri våkner av drømmen (for vår jord)\nHun ser at jorden er vår mor\n(Stå vakt) og la flammen få brenne\n(Stå vakt) samme hva som vil hende\n(Stå vakt) Stå vakt for vår jord",https://youtube.com/watch?v=XLHA8jaFX7M
1988,yu,Yugoslavia,Srebrna Krila,Mangup,6,21,6,87,0,87,Stevo Cvikić,"Danima te sljedim, znadem sve o tebi\nProđeš pored mene, pogled'o me nebi\nA ja bih dala sve, sve moje godine\nDa me dirneš jednom, zagrliš na tren\n\nA ti si mangup, veliki mangup\nI nećeš d'jete kao ja\nJer ti si mangup, veliki mangup\nI nećeš d'jete kao ja\n\nE baš si mangup, veliki mangup\nNe želiš d'jete kao ja\nJer ti si mangup, veliki mangup\nI nećeš d'jete kao ja\nWhoa...\n\nDanima te pratim, ispred tebe stojim\nProlaziš kroz mene k'o da ne postojim\nA ja bih dala sve, sve moje godine\nDa me dirneš jednom, zagrliš na tren\n\nA ti si mangup, veliki mangup\nI nećeš d'jete kao ja\nJer ti si mangup, veliki mangup\nI nećeš d'jete kao ja\n\nE baš si mangup, veliki mangup\nNe želiš d'jete kao ja\nJer ti si mangup, veliki mangup\nI nećeš d'jete kao ja\n\nJer ti si mangup, veliki mangup\nNe želiš d'jete kao ja\nWhoa..."
1988,il,Israel,Yardena Arazi,Ben Adam,7,8,7,85,0,85,"Ben adam hu rak basar vadam\nAvak poreach bamidbar\nBen adam, bederech ha'olam\nKetsel over, kacheres hanishbar\n\nAdam hu rak adam verov yamav leilot\nVe'ein adam mushlam bechol hama'alot\nAz ten lo lachalom veten lo neshima\nTen leShem, ten leCham, ten leYefet nechama\n\nAl tachbid yadcha alav veten tikva\nVe'al tadun oto tamid lechaf chova\nKi adam hu adam hu adam\nHu rak adam\n\nBen adam ne'or uchvar nirdam\nYamav ktsarim, sofam atsuv\nBen adam oreach ba'olam\nBa me'afar ule'afar yashuv\n\nAdam hu rak adam verov yamav leilot\nVe'ein adam mushlam bechol hama'alot\nAz ten lo lachalom veten lo neshima\nTen leShem, ten leCham, ten leYefet nechama\n\nAl tachbid yadcha alav veten tikva\nVe'al tadun oto tamid lechaf chova\nKi adam hu adam hu adam\nHu rak adam\n\nHu lo yilmad lanetsach\nHu shocheach le'ehov\nHu lo yode'a sheyomo karov\n\nKi adam hu rak adam verov yamav leilot\nVe'ein adam mushlam bechol hama'alot\nAz ten lo lachalom veten lo neshima\nTen leShem, ten leCham, ten leYefet nechama\n\nAl tachbid yadcha alav veten tikva\nVe'al tadun oto tamid lechaf chova\nKi adam hu adam hu adam\nHu rak adam\n\nAdam hu rak adam verov yamav leilot\nVe'ein adam mushlam bechol hama'alot\nAz ten lo lachalom veten lo neshima\nTen leShem, ten leCham, ten leYefet nechama\n\nAl tachbid yadcha alav veten tikva\nVe'al tadun oto tamid lechaf chova\nKi adam hu adam hu adam\nHu rak adam",https://youtube.com/watch?v=aCF07NS6P5I
1988,ie,Ireland,Jump the Gun,Take Him Home,8,10,8,79,0,79,"So much to do, so little time\nYou ask me, can I change the world?\nAnd then, for everybody's sake\nWhat are the changes I would make?\nAnd you can dream, dream on, my friend\nYou have the right\nThere is something we can do\nSomething we can do, it's so easy\n\nIf I light a candle for everybody I know\nI could see forever down that long, long road\n\nSo if you meet somebody, it might be someone I know\nBrother, if he needs you, take him home\n\nYou can look him in the eye and hold out your hand\nTell him you're a brother and he'll understand\n\nSo if you meet somebody, it might be someone I know\nBrother, if he needs you...\nBrother, if he needs you, take him home\n\nSo if you meet somebody, it might be someone I know\nBrother, if he needs you...\nBrother, if he needs you...\nBrother, if he needs you, take him home\n\nBrother, if he needs you, take him home",https://youtube.com/watch?v=dMXggK8o3fA
1988,nl,Netherlands,Gerard Joling,Shangri-la,9,7,9,70,0,70,"Leven\nLiefde\n'k Ben op zoek naar Shangri-la\n\nIn een nacht van neon en de geur van schralend bier\nStaat daar een kamerscherm van rijstpapier\nDe wereld is wat iemand eigenlijk wil zien\nIn een jungle van beton voel je haast de liefde niet\n\nWie kan leven zonder liefde?\n'k Ben op zoek naar Shangri-la\nWie kan leven zonder liefde\n'k Ben op zoek naar Shangri-la\n\nJa, leef maar op gevoel\nJe dagen zonder doel\nTot morgen weer voorbij is\n\nLangs ieder flatgebouw\nZie ik een bamboetouw\nLeven zonder liefde\n'k Ben op zoek naar Shangri-la\n\nJa, leef maar op gevoel\nJe dromen zonder doel\nTot morgen weer voorbij is\n\nLeven\nLiefde\n'k Ben op zoek naar Shangri-la\n\nLeven\nLiefde\n'k Ben op zoek naar Shangri-la\n'k Ben op zoek naar Shangri-la",https://youtube.com/watch?v=2cWqCYJbzOQ
1988,fr,France,Gérard Lenorman,Chanteur De Charme,10,19,10,64,0,64,Gérard Lenorman,"Besoin d'entendre des chansons tendres d'écolier\nDes mots qui dansent sur du papier\nBesoin de croire toutes ces histoires de trois fois rien\nQui riment mal, qui font du bien\n\nRien n'a jamais empêché qu'on les mette en musique\nCes clichés rabâchés, sentiments romantiques\n\nChanteur de charme\nC'est beau, c'est grand, c'est merveilleux\nChanteur de charme, chanteur de charme\n\nChemin d'automne, passions d'été, couleurs du temps\nSoleil d'hiver, pluie de printemps\nL'histoire des hommes – les rois, les fous, les conquérants\nCherchaient la Belle au bois dormant\n\nTiens, des pianos, clair de lune, qui se balade en prose\nEt mon cœur à la une qui bêtement se propose\n\nChanteur de charme\nC'est beau, c'est grand, c'est merveilleux\nChanteur de charme qui fait s'aimer les amoureux\n\nDans le vacarme de nos cités, je fais un vœu\nChanteur de charme, chanteur de charme\n\nChanteur de charme, chanteur de charme"
1988,es,Spain,La Década,La Chica Que Yo Quiero (made In Spain),11,6,11,58,0,58,"¿Dónde está, al sur del paralelo cuatrotres\nLa chica más loca y más fría?\n¿Qué tendrá, que lleva de cabeza al que la ve\nCambiándole con su filosofía?\n\n'Made in Spain'  tatuado en su piel\nCien mil watios de sol alumbrándome cada día\nMade in Spain,  pasaporte especial\nElla es made in Spain , la mejor garantía\n\nPero yo, las horas de abstinencia estoy fatal\nTodas resultan tan frías\nY al final me gana con su vena natural\nSi yo estoy mal me da energía\n\nSu melena femenina, su corazón confidencial\nSus ojos mirando en estéreo\n¿Quién será? Nadie sabe quién\nLa chica que yo quiero, quiero 'made in Spain' \n\n'Made in Spain'  tatuado en su piel\nCien mil watios de sol alumbrándome cada día\nMade in Spain,  pasaporte especial\nElla es made in Spain , la mejor garantía\n\n(Made in Spain, ah...) \n¿Quién será? Nadie sabe quién\nLa chica que yo quiero, quiero 'made in Spain' \n\n'Made in Spain'  tatuado en su piel\nCien mil watios de sol alumbrándome cada día\nMade in Spain,  pasaporte especial\nElla es made in Spain,  la mejor garantía\n\nMade in Spain, Made in Spain, Made in Spain",https://youtube.com/watch?v=vl4OK6LLkY8
1988,se,Sweden,Tommy Körberg,Stad I Ljus,12,2,12,52,0,52,Min resa var mot solen\nLångt bortom alla slutna rum\nDär allting är oändligt\nOch alla gränser har för evigt suddats ut\n\nJag ville se miraklet\nOch höra ord som föder liv\nBli buren av en styrka\nSom bara växer när jag anat mitt motiv\n\nStad i ljus i ett land utan namn\nGe mig liv där allting föds på nytt\n\nOch så när allt förändrats\nNär tiden inte längre finns\nSå ser jag oss tillsammans\nOch då är resans slut det enda som vi minns\n\nStad i ljus i ett land utan namn\nGe mig liv där allting föds på nytt\n\nStad i ljus i ett land utan namn\nGe... ge mig liv där allting föds på nytt,https://youtube.com/watch?v=UxFkbcFhP50
1988,it,Italy,Luca Barbarossa,Ti Scrivo,12,18,12,52,0,52,"Scusa se ti scrivo\nMa sai con le parole\nNon sempre si riesce\nA dire quello che si vuole\n\nSarà per timidezza\nPer paura di sentire\nTroppo chiaramente\nQuello che ci fa soffrire\n\nScusa se ti scrivo\nNon ci siamo più sentiti\nPer non correre il pericolo\nDi sorprenderci feriti\n\nChissà per quante volte\nSenza neanche rendercene conto\nAvremo camminato\nA pochi metri in pieno centro\n\nScusa se ti scrivo\nMa adesso cosa mi rimane\nUn pugno di ricordi\nUna foto col tuo nome\n\nScritto nella neve\nMentre guardi verso l'obiettivo\nE coi tuoi occhi mi sorridi\nE mi fai sentire vivo\nVivo, vivo, vivo, vivo, vivo\nAnche senza te\nE troverò un motivo\nPer continuare a vivere\nVivere\n\nScusa se ti scrivo\nMa sai non c'è poesia\nA dire che ti amo\nSulla tua segreteria\n\nSarò rimasto indietro\nMa quello che ho nel cuore\nNon voglio che su un nastro\nSi possa cancellare\n\nScusa se ti scrivo\nMa dimmi cosa mi rimane\nParlare dei ricordi\nE giocare col tuo nome\n\nScritto sopra un muro\nSenza neanche un buon motivo\nÈ soltanto che a gridarlo\nMi fa sentire vivo\nVivo, vivo, vivo, vivo, vivo\nAnche senza te\nE troverò un motivo\nPer continuare a vivere\nVivere, vivere",https://youtube.com/watch?v=R9WeTphAYQE
1988,de,Germany,Maxi and Chris Garden,Lied Für Einen Freund,14,11,14,48,0,48,"Hier ist ein Lied für dich, hör einfach zu\nDenn diese Melodie ist so wie du\nHör zu\n\nEhrlich und gradheraus, zärtlich und klug\nFröhlich und still zugleich und stark genug\n\nDenn so bist du, wie dieses Lied für einen Freund\nEin Lied wie du, so wie du lebst und wie du träumst\nWenn du es hörst irgendwo\nDu fehlst mir so\n\nFreunde gehn nie zu früh, sie enttäuschen dich nie\nFreunde bleiben, wenn niemand sonst bleibt\nTeilen Glück und auch Leid\n\nFür dich ist dieses Lied, das ist nicht viel\nDoch wenn das Lied verklingt, bleibt ein Gefühl\n\nDenn so bist du, wie dieses Lied für einen Freund\nEin Lied wie du, so wie du lebst und wie du träumst\nWenn du es hörst irgendwo\nDu fehlst mir so",https://youtube.com/watch?v=jTzWGNIQ_Nc
1988,tr,Turkey,MFÖ,Sufi,15,5,15,37,0,37,Özkan Uğur,Mazhar Alanson
